CUENTA,CUENTA,SUBCUENTA,AUTOMAT1,AUTOMAT2,MONEDA,TIPOANALISIS,TIPO CUENTA,TIPO,NIVEL,CUENTA BALANCE COMPARATIVO,AJUSTE CON VERSION CAMBIO,CONVERSION MONEDA
680,DEPRECC. INMUBL.MAQ.Y EQUIPO,68,          ,          ,1,0,1,1,2,0,1,1
681,DEPRECIACION,68,          ,          ,1,0,1,1,2,0,1,1
6811,DEPRECIACION DE INVERSIONES INMOBILIARIAS,681,          ,          ,1,0,1,1,3,0,1,1
68111,EDIFICACIONES - COSTO,6811,          ,          ,1,0,1,1,4,0,1,1
16111001,CONTRATO MUTUO - SOLES,16111,          ,          ,1,0,1,3,5,0,1,1
68112,EDIFICACIONES - REVALUACION,6811,          ,          ,1,0,1,1,4,0,1,1
68113,EDIFICACIONES - COSTO DE FINANCIACION,6811,          ,          ,1,0,1,1,4,0,1,1
6812,DEPRECIACION DE ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO - INVERSIONES INMOBILIARIAS,681,          ,          ,1,0,1,1,3,0,1,1
68121,EDIFICACIONES,6812,          ,          ,1,0,1,1,4,0,1,1
6813,DEPRECIACION DE ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO,681,          ,          ,1,0,1,1,3,0,1,1
68131,EDIFICACIONES,6813,          ,          ,1,0,1,1,4,0,1,1
68132,MAQUINARIAS Y EQUIPOS DE EXPLOTACION,6813,          ,          ,1,0,1,1,4,0,1,1
68133,EQUIPO DE TRANSPORTE,6813,          ,          ,1,0,1,1,4,0,1,1
16111002,CONTRATO MUTUO - DOLARES,16111,          ,          ,1,0,1,3,5,0,1,1
68134,EQUIPOS DIVERSOS,6813,          ,          ,1,0,1,1,4,0,1,1
6814,DEPRECIACION DE INMUEBLES- MAQUINARIA Y EQUIPO - COSTO,681,          ,          ,1,0,1,1,3,0,1,1
68141,EDIFICACIONES,6814,          ,          ,1,0,1,1,4,0,1,1
13313001,ASOCIADAS - SOLES,13313,          ,          ,1,0,1,3,5,0,1,1
68142,MAQUINARIAS Y EQUIPOS DE EXPLOTACION,6814,          ,          ,1,0,1,1,4,0,1,1
13313002,ASOCIADAS - DOLARES,13313,          ,          ,1,0,1,3,5,0,1,1
68143,EQUIPO DE TRANSPORTE,6814,          ,          ,1,0,1,1,4,0,1,1
13125001,FACTURAS EMITIDAS RELACIONADAS,13125,          ,          ,1,0,1,3,5,0,1,1
68144,MUEBLES Y ENSERES,6814,          ,          ,1,0,1,1,4,0,1,1
13123001,ASOCIADAS - SOLES,13123,          ,          ,1,0,1,3,5,0,1,1
68145,EQUIPOS DIVERSOS,6814,          ,          ,1,0,1,1,4,0,1,1
13123002,ASOCIADAS - DOLARES,13123,          ,          ,1,0,1,3,5,0,1,1
68146,HERRAMIENTAS Y UNIDADES DE REEMPLAZO,6814,          ,          ,1,0,1,1,4,0,1,1
6815,DEPRESCIACION DE INMUEBLES- MAQUINARIA Y EQUIPO - REVALUACION,681,          ,          ,1,0,1,1,3,0,1,1
68151,EDIFICACIONES,6815,          ,          ,1,0,1,1,4,0,1,1
68152,MAQUINARIAS Y EQUIPOS DE EXPLOTACION,6815,          ,          ,1,0,1,1,4,0,1,1
68153,EQUIPO DE TRANSPORTE,6815,          ,          ,1,0,1,1,4,0,1,1
68154,MUEBLES Y ENSERES,6815,          ,          ,1,0,1,1,4,0,1,1
68155,EQUIPOS DIVERSOS,6815,          ,          ,1,0,1,1,4,0,1,1
68156,HERRAMIENTAS Y UNIDADES DE REEMPLAZO,6815,          ,          ,1,0,1,1,4,0,1,1
6816,DEPRECIACION DE INMUEBLES- MAQUINARIA Y EQUIPO - COSTOS DE FINANCIACION,681,          ,          ,1,0,1,1,3,0,1,1
68161,EDIFICACIONES,6816,          ,          ,1,0,1,1,4,0,1,1
68162,MAQUINARIAS Y EQUIPOS DE EXPLOTACION,6816,          ,          ,1,0,1,1,4,0,1,1
6817,DEPRECIACION DE ACTIVOS BIOLOGICOS EN PRODUCCION - COSTO,681,          ,          ,1,0,1,1,3,0,1,1
68171,ACTIVOS BIOLOGICOS DE ORIGEN ANIMAL,6817,          ,          ,1,0,1,1,4,0,1,1
68172,ACTIVOS BIOLOGICOS DE ORIGEN VEGETAL,6817,          ,          ,1,0,1,1,4,0,1,1
13113001,ASOCIADAS - SOLES,13113,          ,          ,1,0,1,3,5,0,1,1
6818,DEPRECIACION DE ACTIVOS BIOLOGICOS EN PRODUCCION - COSTO DE FINANCIACION,681,          ,          ,1,0,1,1,3,0,1,1
68181,ACTIVOS BIOLOGICOS DE ORIGEN ANIMAL,6818,          ,          ,1,0,1,1,4,0,1,1
68182,ACTIVOS BIOLOGICOS DE ORIGEN VEGETAL,6818,          ,          ,1,0,1,1,4,0,1,1
682,AMORTIZACION DE INTANGIBLES,68,          ,          ,1,0,1,1,2,0,1,1
6821,AMORTIZACION DE INTANGIBLES - COSTO,682,          ,          ,1,0,1,1,3,0,1,1
68211,CONCESIONES- LICENCIAS Y OTROS DERECHOS,6821,          ,          ,1,0,1,1,4,0,1,1
13113002,ASOCIADAS - DOLARES,13113,          ,          ,1,0,1,3,5,0,1,1
68212,PATENTES Y PROPIEDAD INDUSTRIAL,6821,          ,          ,1,0,1,1,4,0,1,1
10411001,BCO. DE LA NACION CTA. 0000-5289424,10411,          ,          ,1,0,1,3,5,0,1,1
68213,PROGRAMAS DE COMPUTADORA (SOFTWARE),6821,          ,          ,1,0,1,1,4,0,1,1
10411002,SCOTIABANK SOLES CTA.CTE. 000-2503891,10411,          ,          ,1,0,1,3,5,0,1,1
68214,COSTOS DE EXPLORACION Y DESARROLLO,6821,          ,          ,1,0,1,1,4,0,1,1
68215,FORMULAS- DISEÑOS Y PROTOTIPOS,6821,          ,          ,1,0,1,1,4,0,1,1
68219,OTROS ACTIVOS INTANGIBLES,6821,          ,          ,1,0,1,1,4,0,1,1
6822,AMORTIZACION DE INTANGIBLES ADQUIRIDOS - REVALUACION,682,          ,          ,1,0,1,1,3,0,1,1
68221,CONCESIONES- LICENCIAS Y OTROS DERECHOS,6822,          ,          ,1,0,1,1,4,0,1,1
68222,PATENTES Y PROPIEDAD INDUSTRIAL,6822,          ,          ,1,0,1,1,4,0,1,1
68223,PROGRAMAS DE COMPUTADORA (SOFTWARE),6822,          ,          ,1,0,1,1,4,0,1,1
68224,COSTOS DE EXPLORACION Y DESARROLLO,6822,          ,          ,1,0,1,1,4,0,1,1
68225,FORMULAS- DISEÑOS Y PROTOTIPOS,6822,          ,          ,1,0,1,1,4,0,1,1
68229,OTROS ACTIVOS INTANGIBLES,6822,          ,          ,1,0,1,1,4,0,1,1
6823,AMORTIZACION DE INTANGIBLES GENERADOS INTERNAMENTE - COSTO,682,          ,          ,1,0,1,1,3,0,1,1
68231,CONCESIONES- LICENCIAS Y OTROS DERECHOS,6823,          ,          ,1,0,1,1,4,0,1,1
68232,PATENTES Y PROPIEDAD INDUSTRIAL,6823,          ,          ,1,0,1,1,4,0,1,1
68233,PROGRAMAS DE COMPUTADORA (SOFTWARE),6823,          ,          ,1,0,1,1,4,0,1,1
68234,COSTOS DE EXPLORACION Y DESARROLLO,6823,          ,          ,1,0,1,1,4,0,1,1
68235,FORMULAS- DISEÑOS Y PROTOTIPOS,6823,          ,          ,1,0,1,1,4,0,1,1
68239,OTROS ACTIVOS INTANGIBLES,6823,          ,          ,1,0,1,1,4,0,1,1
6824,AMORTIZACION DE INTANGIBLES GENERADOS INTERNAMENTE - REVALUACION,682,          ,          ,1,0,1,1,3,0,1,1
68241,CONCESIONES- LICENCIAS Y OTROS DERECHOS,6824,          ,          ,1,0,1,1,4,0,1,1
68242,PATENTES Y PROPIEDAD INDUSTRIAL,6824,          ,          ,1,0,1,1,4,0,1,1
68243,PROGRAMAS DE COMPUTADORA (SOFTWARE),6824,          ,          ,1,0,1,1,4,0,1,1
68244,COSTOS DE EXPLORACION Y DESARROLLO,6824,          ,          ,1,0,1,1,4,0,1,1
68245,FORMULAS- DISEÑOS Y PROTOTIPOS,6824,          ,          ,1,0,1,1,4,0,1,1
68259,OTROS ACTIVOS INTANGIBLES,6825,          ,          ,1,0,1,1,4,0,1,1
684,VALUACION DE ACTIVOS,68,          ,          ,1,0,1,1,2,0,1,1
97790001,GASTOS BANCARIOS,9779,63910001,79110001,1,0,1,3,4,0,1,1
686,COMPENSACION POR TIEMPO DE SERVICIO,68,          ,          ,1,0,1,1,2,0,1,1
687,JUBILACION,68,          ,          ,1,0,1,1,2,0,1,1
688,688,68,          ,          ,1,0,1,1,2,0,1,1
689,OTRAS PROV.DEL EJERCICIO,68,          ,          ,1,0,1,1,2,0,1,1
69,COSTOS DE VENTAS,6,          ,          ,1,0,1,1,1,0,1,1
690,COSTO VENTAS A.C.M.,69,          ,          ,1,0,1,1,2,0,1,1
691,MERCADERIAS,69,          ,          ,1,0,1,1,2,0,1,1
692,PRODUCTOS TERMINADOS,69,          ,          ,1,0,1,1,2,0,1,1
6921,PRODUCTOS MANUFACTURADOS,692,          ,          ,1,0,1,1,3,0,1,1
6922,PRODUCTOS DE EXTRACCION TERMINADOS,692,          ,          ,1,0,1,1,3,0,1,1
6923,PRODUCTOS AGROPECUARIOS Y PISCICOLAS TERMINADOS,692,          ,          ,1,0,1,1,3,0,1,1
69231,TERCEROS,6923,          ,          ,1,0,1,1,4,0,1,1
97610001,PERDIDAS POR DIFERENCIA DE TIPO DE CAMBIO,9761,67610001,79110001,1,0,1,3,4,0,1,1
69232,RELACIONADAS,6923,          ,          ,1,0,1,1,4,0,1,1
97510001,DSCTOS. CONCEDIDOS POR PRONTO PAGO,9751,67370001,79110001,1,0,1,3,4,0,1,1
6924,PRODUCTOS INMUEBLES TERMINADOS,692,          ,          ,1,0,1,1,3,0,1,1
69241,TERCEROS,6924,          ,          ,1,0,1,1,4,0,1,1
97370001,INTERES FRACCIONAMIENTO,9737,67370001,79110001,1,0,1,3,4,0,1,1
69242,RELACIONADAS,6924,          ,          ,1,0,1,1,4,0,1,1
97360001,INTERESES COMERCIALES,9736,67360001,79110001,1,0,1,3,4,0,1,1
6925,EXISTENCIAS DE SERVICIOS TERMINADOS,692,          ,          ,1,0,1,1,3,0,1,1
693,PRODUCTOS EN PROCESO,69,          ,          ,1,0,1,1,2,0,1,1
694,SERVICIOS,69,          ,          ,1,0,1,1,2,0,1,1
6941,TERCEROS,694,          ,          ,1,0,1,1,3,0,1,1
97340001,INTERESES X DOCUMENTOS DESCONTADOS,9734,67340001,79110001,1,0,1,3,4,0,1,1
6942,RELACIONADAS,694,          ,          ,1,0,1,1,3,0,1,1
97340002,INTERESES X DOCUMENTOS VENCIDOS,9734,67340002,79110001,1,0,1,3,4,0,1,1
698,AJUSTE CORRECCION MONETARIA,69,          ,          ,1,0,1,1,2,0,1,1
70,VENTAS,7,          ,          ,1,0,1,1,1,0,1,1
700,VENTAS,70,          ,          ,1,0,1,1,2,0,1,1
701,MERCADERIAS,70,          ,          ,1,0,1,1,2,0,1,1
7011,MERCADERIAS,701,          ,          ,1,0,1,1,3,0,1,1
97320001,INTERESES POR CONTRATO DE ARRENDAMIENTO - LEASING,9732,67120001,79110001,1,0,1,3,4,0,1,1
702,PRODUCTOS TERMINADOS,70,          ,          ,1,0,1,1,2,0,1,1
7021,PRODUCTOS MANUFACTURADOS,702,          ,          ,1,0,1,1,3,0,1,1
7022,PRODUCTOS DE EXTRACCION TERMINADOS,702,          ,          ,1,0,1,1,3,0,1,1
7023,PRODUCTOS AGROPECUARIOS Y PISCICOLAS TERMINADOS,702,          ,          ,1,0,1,1,3,0,1,1
70231,TERCEROS,7023,          ,          ,1,0,1,1,4,0,1,1
97120001,CONTRATO DE ARRENDAMIENTO FINANCIERO - LEASING,9712,67120001,79110001,1,0,1,3,4,0,1,1
70232,RELACIONADAS,7023,          ,          ,1,0,1,1,4,0,1,1
95890001,PROVISION COBRANZA DUDOSA,9589,68410001,79110001,1,0,1,3,4,0,1,1
7024,PRODUCTOS INMUEBLES TERMINADOS,702,          ,          ,1,0,1,1,3,0,1,1
70241,TERCEROS,7024,          ,          ,1,0,1,1,4,0,1,1
95840001,PROVISION COBRANZA DUDOSA,9584,68410001,79110001,1,0,1,3,4,0,1,1
95560013,PLANOS- PLOTEOS,9556,65610001,79110001,1,0,1,3,4,0,1,1
70242,RELACIONADAS,7024,          ,          ,1,0,1,1,4,0,1,1
70322,RELACIONADAS,7032,          ,          ,1,0,1,1,4,0,1,1
704,PRESTACION DE SERVICIOS,70,          ,          ,1,0,1,1,2,0,1,1
7041,TERCEROS,704,          ,          ,1,0,1,1,3,0,1,1
95230001,CESE,9523,62300001,79110001,1,0,1,3,4,0,1,1
95220001,OTRAS REMUNERACIONES,9522,62200001,79110001,1,0,1,3,4,0,1,1
95220002,CONDICIONES DE TRABAJO,9522,62200002,79110001,1,0,1,3,4,0,1,1
95220003,HORAS EXTRAS,9522,62200003,79110001,1,0,1,3,4,0,1,1
94840001,PROVISION COBRANZA DUDOSA,9484,68410001,79110001,1,0,1,3,4,0,1,1
94560013,PLANOS- PLOTEOS,9456,65610001,79110001,1,0,1,3,4,0,1,1
94230001,CESE,9423,62300001,79110001,1,0,1,3,4,0,1,1
7042,RELACIONADAS,704,          ,          ,1,0,1,1,3,0,1,1
94220001,OTRAS REMUNERACIONES,9422,62200001,79110001,1,0,1,3,4,0,1,1
94220002,CONDICIONES DE TRABAJO,9422,62200002,79110001,1,0,1,3,4,0,1,1
706,PRESTACION DE SERVICIOS,70,          ,          ,1,0,1,1,2,0,1,1
707,PRESTACION DE SERVICIOS,70,          ,          ,1,0,1,1,2,0,1,1
708,VENTAS,70,          ,          ,1,0,1,1,2,0,1,1
71,VARIACION DE LA PRODUCCION ALMACENADA,7,          ,          ,1,0,1,1,1,0,1,1
711,VARIACION DE PRODUCTOS TERMINADOS,71,          ,          ,1,0,1,1,2,0,1,1
7111,PRODUCTOS MANUFACTURADOS,711,          ,          ,1,0,1,1,3,0,1,1
71111,VARIACION DE PRODUCTOS TERMINADOS,7111,          ,          ,1,0,1,1,4,0,1,1
7112,PRODUCTOS DE EXTRACCION TERMINADOS,711,          ,          ,1,0,1,1,3,0,1,1
7113,PRODUCTOS AGROPECUARIOS Y PISCICOLAS TERMINADOS,711,          ,          ,1,0,1,1,3,0,1,1
7114,PRODUCTOS INMUEBLES TERMINADOS,711,          ,          ,1,0,1,1,3,0,1,1
7114001,PRODUCTOS INMUEBLES TERMINADOS,7114,          ,          ,1,0,1,3,4,0,1,1
7115,EXISTENCIAS DE SERVICIOS TERMINADOS,711,          ,          ,1,0,1,1,3,0,1,1
94220003,HORAS EXTRAS,9422,62200003,79110001,1,0,1,3,4,0,1,1
7115001,EXISTENCIA DE SERVICIOS,7115,          ,          ,1,0,1,3,4,0,1,1
712,VARIACION DE SUBPRODUCTOS- DESECHOS Y DESPERDICIOS,71,          ,          ,1,0,1,1,2,0,1,1
72,PRODUCCION DE ACTIVO INMOVILIZADO,7,          ,          ,1,0,1,1,1,0,1,1
721,INVERSIONES INMOBILIARIAS,72,          ,          ,1,0,1,1,2,0,1,1
72511,COSTOS DE FINANCIACION - INVERSIONES INMOBILIARIAS - EDIFICACIONES,7251,          ,          ,1,0,1,1,4,0,1,1
7252,COSTOS DE FINANCIACION - INMUEBLES- MAQUINARIA Y EQUIPO,725,          ,          ,1,0,1,1,3,0,1,1
72521,EDIFICACIONES,7252,          ,          ,1,0,1,1,4,0,1,1
72522,MAQUINARIAS Y OTROS EQUIPOS DE EXPLOTACION,7252,          ,          ,1,0,1,1,4,0,1,1
7253,COSTOS DE FINANCIACION - INTANGIBLES,725,          ,          ,1,0,1,1,3,0,1,1
7254,COSTOS DE FINANCIACION - ACTIVOS BIOLOGICOS EN DESARROLLO,725,          ,          ,1,0,1,1,3,0,1,1
72541,ACTIVOS BIOLOGICOS DE ORIGEN ANIMAL,7254,          ,          ,1,0,1,1,4,0,1,1
72542,ACTIVOS BIOLOGICOS DE ORIGEN VEGETAL,7254,          ,          ,1,0,1,1,4,0,1,1
91840001,PROVISION COBRANZA DUDOSA,9184,68410001,79110001,1,0,1,3,4,0,1,1
73,DESCUENTOS- REBAJAS Y BONIFICACIONES OBTENIDAS,7,          ,          ,1,0,1,1,1,0,1,1
730,DESCTOS-REBAJAS Y BONIF. OBTENIDOS,73,          ,          ,1,0,1,1,2,0,1,1
731,DESCUENTOS- REBAJAS Y BONIFICACIONES OBTENIDAS,73,          ,          ,1,0,1,1,2,0,1,1
7311,TERCEROS,731,          ,          ,1,0,1,1,3,0,1,1
91560013,PLANOS- PLOTEOS,9156,65610001,79110001,1,0,1,3,4,0,1,1
7312,RELACIONADAS,731,          ,          ,1,0,1,1,3,0,1,1
91230001,CESE,9123,62300001,79110001,1,0,1,3,4,0,1,1
738,DCT. REB. OBT CORR.MON.,73,          ,          ,1,0,1,1,2,0,1,1
74,DESCUENTOS- REBAJAS Y BONIFICACIONES CONCEDIDOS,7,          ,          ,1,0,1,1,1,0,1,1
740,DESCTOS-REBAJAS Y BONIF. CONCEDIDOS,74,          ,          ,1,0,1,1,2,0,1,1
741,DESCUENTOS- REBAJAS Y BONIFICACIONES CONCEDIDOS,74,          ,          ,1,0,1,1,2,0,1,1
7411,TERCEROS,741,          ,          ,1,0,1,1,3,0,1,1
91220001,OTRAS REMUNERACIONES,9122,62200001,79110001,1,0,1,3,4,0,1,1
7412,RELACIONADAS,741,          ,          ,1,0,1,1,3,0,1,1
91220002,CONDICIONES DE TRABAJO,9122,62200002,79110001,1,0,1,3,4,0,1,1
75,OTROS INGRESOS DE GESTION,7,          ,          ,1,0,1,1,1,0,1,1
751,SERVICIOS EN BENEFICIO DEL PERSONAL,75,          ,          ,1,0,1,1,2,0,1,1
752,COMISIONES Y CORRETAJES,75,          ,          ,1,0,1,1,2,0,1,1
7521,COMISIONES Y CORRETAJES,752,          ,          ,1,0,1,1,3,0,1,1
753,REGALIAS,75,          ,          ,1,0,1,1,2,0,1,1
7531,REGALIAS,753,          ,          ,1,0,1,1,3,0,1,1
91220003,HORAS EXTRAS,9122,62200003,79110001,1,0,1,3,4,0,1,1
754,ALQUILERES,75,          ,          ,1,0,1,1,2,0,1,1
755,RECUPERACION DE CUENTAS DE VALUACION,75,          ,          ,1,0,1,1,2,0,1,1
7551,RECUPERACION - CUENTAS DE COBRANZA DUDOSA,755,          ,          ,1,0,1,1,3,0,1,1
7552,RECUPERACION - DESVALORIZACION DE EXISTENCIAS,755,          ,          ,1,0,1,1,3,0,1,1
7553,RECUPERACION - DESVALORIZACION DE INVERSIONES MOBILIARIAS,755,          ,          ,1,0,1,1,3,0,1,1
756,ENAJENACION DE ACTIVOS INMOVILIZADOS,75,          ,          ,1,0,1,1,2,0,1,1
7562,INVERSIONES INMOBILIARIAS,756,          ,          ,1,0,1,1,3,0,1,1
7563,ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO,756,          ,          ,1,0,1,1,3,0,1,1
7564,INMUEBLES- MAQUINARIA Y EQUIPO,756,          ,          ,1,0,1,1,3,0,1,1
7565,INTANGIBLES,756,          ,          ,1,0,1,1,3,0,1,1
757,RECUPERACION DE DETERIORO DE CUENTAS DE ACTIVOS INMOVILIZADOS,75,          ,          ,1,0,1,1,2,0,1,1
758,INGRESOS DIVERSOS,75,          ,          ,1,0,1,1,2,0,1,1
759,OTROS INGRESOS DIVERSOS,75,          ,          ,1,0,1,1,2,0,1,1
7599,OTROS INGRESOS DE GESTION,759,          ,          ,1,0,1,1,3,0,1,1
89210001,PERDIDA,8921,          ,          ,1,0,1,3,4,0,1,1
76,GANANCIA POR MEDICION DE ACTIVOS NO FINANCIEROS AL VALOR RAZONABLE,7,          ,          ,1,0,1,1,1,0,1,1
761,ACTIVO REALIZABLE,76,          ,          ,1,0,1,1,2,0,1,1
7611,MERCADERIAS,761,          ,          ,1,0,1,1,3,0,1,1
7612,PRODUCTOS EN PROCESO,761,          ,          ,1,0,1,1,3,0,1,1
7613,ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA,761,          ,          ,1,0,1,1,3,0,1,1
762,ACTIVO INMOVILIZADO,76,          ,          ,1,0,1,1,2,0,1,1
7621,INVERSIONES INMOBILIARIAS,762,          ,          ,1,0,1,1,3,0,1,1
7622,ACTIVOS BIOLOGICOS,762,          ,          ,1,0,1,1,3,0,1,1
763,PARTICIPACION EN LOS RESULTADOS DE SUBSIDIARIAS Y ASOCIADAS BAJO EL METODO DEL VALOR PATRIMONIAL,76,          ,          ,1,0,1,1,2,0,1,1
764,INGRESOS POR PARTICIPACIONES EN NEGOCIOS CONJUNTOS,76,          ,          ,1,0,1,1,2,0,1,1
768,INGRESOS EXTRAORDINARIOS,76,          ,          ,1,0,1,1,2,0,1,1
769,OTROS INGRESOS EXCEPCIONALES,76,          ,          ,1,0,1,1,2,0,1,1
77,INGRESOS FINANCIEROS,7,          ,          ,1,0,1,1,1,0,1,1
771,GANANCIA POR INSTRUMENTO FINANCIERO DERIVADO,77,          ,          ,1,0,1,1,2,0,1,1
772,RENDIMIENTOS GANADOS,77,          ,          ,1,0,1,1,2,0,1,1
7721,DEPOSITOS EN INSTITUCIONES FINANCIERAS,772,          ,          ,1,0,1,1,3,0,1,1
89110001,UTILIDAD,8911,          ,          ,1,0,1,3,4,0,1,1
7722,CUENTAS POR COBRAR COMERCIALES,772,          ,          ,1,0,1,1,3,0,1,1
88210001,IMPUESTO A LA RENTA - DIFERIDO,8821,          ,          ,1,0,1,3,4,0,1,1
7723,PRESTAMOS OTORGADOS,772,          ,          ,1,0,1,1,3,0,1,1
88110001,IMPUESTO A LA RENTA - CORRIENTE,8811,          ,          ,1,0,1,3,4,0,1,1
7724,INVERSIONES A SER MANTENIDAS HASTA EL VENCIMIENTO,772,          ,          ,1,0,1,1,3,0,1,1
7725,INSTRUMENTOS FINANCIEROS REPRESENTATIVOS DE DERECHO PATRIMONIAL,772,          ,          ,1,0,1,1,3,0,1,1
773,DIVIDENDOS,77,          ,          ,1,0,1,1,2,0,1,1
7731,DIVIDENDOS,773,          ,          ,1,0,1,1,3,0,1,1
87210001,PARTICIPACIONES DE LOS TRABAJADORES - DIFERIDA,8721,          ,          ,1,0,1,3,4,0,1,1
775,DESCUENTOS OBTENIDOS POR PRONTO PAGO,77,          ,          ,1,0,1,1,2,0,1,1
77500001,DESCUENTOS OBTENIDOS POR PRONTO PAGO,775,          ,          ,1,0,1,3,3,0,1,1
776,DIFERENCIA DE CAMBIO,77,          ,          ,1,0,1,1,2,0,1,1
7761,GANANCIA POR DIFERENCIA DE TIPO DE CAMBIO,776,          ,          ,1,0,1,1,3,0,1,1
87110001,PARTICIPACIONES DE LOS TRABAJADORES - CORRIENTE,8711,          ,          ,1,0,1,3,4,0,1,1
85110001,RESULTADO ANTES DE PARTICIPACIONES E IMPUESTOS,8511,          ,          ,1,0,1,3,4,0,1,1
777,GANANCIA POR MEDICION DE ACTIVOS Y PASIVOS FINANCIEROS AL VALOR RAZONABLE,77,          ,          ,1,0,1,1,2,0,1,1
778,INGRESOS FINANCIEROS,77,          ,          ,1,0,1,1,2,0,1,1
779,OTROS INGRESOS FINANCIEROS,77,          ,          ,1,0,1,1,2,0,1,1
7792,INGRESOS FINANCIEROS EN MEDICION A VALOR DESCONTADO,779,          ,          ,1,0,1,1,3,0,1,1
78,CARGAS CUBIERTAS POR PROVISIONES,7,          ,          ,1,0,1,1,1,0,1,1
781,CARGAS CUBIERTAS POR PROVISIONES,78,          ,          ,1,0,1,1,2,0,1,1
7811,CARGAS CUBIERTAS POR PROVISIONES,781,          ,          ,1,0,1,1,3,0,1,1
84110001,RESULTADO DE EXPLOTACION,8411,          ,          ,1,0,1,3,4,0,1,1
79,CARGAS IMPUTABLES A CUENTAS DE COSTOS Y GASTOS,7,          ,          ,1,0,1,1,1,0,1,1
790,CARGAS IMPUTABLES A CTAS DE COSTOS,79,          ,          ,1,0,1,1,2,0,1,1
791,CARGAS IMPUTABLES A CUENTAS DE COSTOS Y GASTOS,79,          ,          ,1,0,1,1,2,0,1,1
7911,CARGAS IMPUTABLES A CUENTAS DE COSTOS Y GASTOS,791,          ,          ,1,0,1,1,3,0,1,1
83110001,EXCEDENTE BRUTO (INSUFICIENCIA BRUTA) DE EXPLOTACION,8311,          ,          ,1,0,1,3,4,0,1,1
792,GASTOS FINANCIEROS IMPUTABLES A CUENTAS DE EXISTENCIAS,79,          ,          ,1,0,1,1,2,0,1,1
7921,GASTOS FINANCIEROS IMPUTABLES A CUENTAS DE EXISTENCIAS,792,          ,          ,1,0,1,1,3,0,1,1
82110001,VALOR AGREGADO,8211,          ,          ,1,0,1,3,4,0,1,1
80,MARGEN COMERCIAL,8,          ,          ,1,0,1,1,1,0,1,1
801,MARGEN COMERCIAL,80,          ,          ,1,0,1,1,2,0,1,1
8011,MARGEN COMERCIAL,801,          ,          ,1,0,1,1,3,0,1,1
81210001,PRODUCCION DE SERVICIOS,8121,          ,          ,1,0,1,3,4,0,1,1
81,PRODUCCION DEL EJERCICIO,8,          ,          ,1,0,1,1,1,0,1,1
810,PRODUCCION DEL EJRCICIO,81,          ,          ,1,0,1,1,2,0,1,1
811,PRODUCCION DE BIENES,81,          ,          ,1,0,1,1,2,0,1,1
8111,PRODUCCION DE BIENES,811,          ,          ,1,0,1,1,3,0,1,1
81110001,PRODUCCION DE BIENES,8111,          ,          ,1,0,1,3,4,0,1,1
812,PRODUCCION DE SERVICIOS,81,          ,          ,1,0,1,1,2,0,1,1
8121,PRODUCCION DE SERVICIOS,812,          ,          ,1,0,1,1,3,0,1,1
80110001,MARGEN COMERCIAL,8011,          ,          ,1,0,1,3,4,0,1,1
813,PRODUCCION DE ACTIVO INMOVILIZADO,81,          ,          ,1,0,1,1,2,0,1,1
82,VALOR AGREGADO,8,          ,          ,1,0,1,1,1,0,1,1
820,VALOR AGREGADO,82,          ,          ,1,0,1,1,2,0,1,1
821,VALOR AGREGADO,82,          ,          ,1,0,1,1,2,0,1,1
8211,VALOR AGREGADO,821,          ,          ,1,0,1,1,3,0,1,1
79210001,GASTOS FINANCIEROS IMPUTABLES A CUENTAS DE EXISTENCIAS,7921,          ,          ,1,0,1,3,4,0,1,1
83,EXCEDENTE BRUTO (INSUFICIENCIA BRUTA) DE EXPLOTACION,8,          ,          ,1,0,1,1,1,0,1,1
831,EXCEDENTE BRUTO (INSUFICIENCIA BRUTA) DE EXPLOTACION,83,          ,          ,1,0,1,1,2,0,1,1
8311,EXCEDENTE BRUTO (INSUFICIENCIA BRUTA) DE EXPLOTACION,831,          ,          ,1,0,1,1,3,0,1,1
79110001,CARGAS IMPUTABLES A CUENTAS DE COSTOS Y GASTOS,7911,          ,          ,1,0,1,3,4,0,1,1
84,RESULTADO DE EXPLOTACION,8,          ,          ,1,0,1,1,1,0,1,1
841,RESULTADO DE EXPLOTACION,84,          ,          ,1,0,1,1,2,0,1,1
8411,RESULTADO DE EXPLOTACION,841,          ,          ,1,0,1,1,3,0,1,1
78110001,CARGAS CUBIERTAS POR PROVISIONES,7811,          ,          ,1,0,1,3,4,0,1,1
85,RESULTADO ANTES DE PARTICIPACIONES E IMPUESTOS,8,          ,          ,1,0,1,1,1,0,1,1
851,RESULTADO ANTES DE PARTICIPACIONES E IMPUESTOS,85,          ,          ,1,0,1,1,2,0,1,1
8511,RESULTADO ANTES DE PARTICIPACIONES E IMPUESTOS,851,          ,          ,1,0,1,1,3,0,1,1
77610001,GANANCIA POR DIFERENCIA DE TIPO DE CAMBIO,7761,          ,          ,1,0,1,3,4,0,1,1
86,DISTR.LEGAL DE LA RENTA NETA,8,          ,          ,1,0,1,1,1,0,1,1
